,bodyType,color,fuelType,modelDate,name,numberOfDoors,productionDate,vehicleConfiguration,vehicleTransmission,engineDisplacement,enginePower,mileage,Привод,ПТС,desr_topic_0,desr_topic_1,desr_topic_2,desr_topic_4,Grp_ID,dist_2_diller_txt,ft_,km_per_year,km_per_year_power,description_l,description_l1,Комплектация_1,enginePower2user,enginePower2liter,name_1,Омыватель фар,Кожа (Материал салона),Парктроник задний,Тонированные стекла,Навигационная система,Электроскладывание зеркал,Тёмный салон,Электропривод крышки багажника,Спортивные передние сиденья,Светодиодные фары,Металлик,Система управления дальним светом,Люк,Камера задняя,"Система помощи при торможении (BAS, EBD)",Диски 18,Диски 19,Голосовое управление,Премиальная аудиосистема,Доводчик дверей,Панорамная крыша / лобовое стекло,Диски 20,CarPlay,Солнцезащитные шторки в задних дверях,Камера 360°,Пневмоподвеска,Беспроводная зарядка для смартфона,Дистанционный запуск двигателя,Система предотвращения столкновения,Система контроля слепых зон,Алькантара (Материал салона),Третий ряд сидений
1816,седан,чёрный,дизель,4,520d xDrive 2.0d AT (190 л.с.) 4WD,4,1,SEDAN AUTOMATIC 2.0,автоматическая,2.0,190,477,полный,Оригинал,0.0,0.0,0.0,0.98,0,0.331155002117157,0,238.5,189.6979,372,54,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,63,90.47619047619047,520d,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1817,other,белый,дизель,2,30d 3.0d AT (249 л.с.) 4WD,5,1,ALLROAD_5_DOORS AUTOMATIC 3.0,автоматическая,3.0,249,2397,полный,Оригинал,0.23,0.11,0.08,0.58,2,0.46252021193504333,3,1198.5,247.01048999999998,3914,547,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,83,80.32258064516128,30d,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1818,седан,белый,дизель,7,520d 2.0d AT (190 л.с.),4,6,SEDAN AUTOMATIC 2.0,автоматическая,2.0,190,73200,задний,Оригинал,0.0,0.0,0.0,0.97,0,0.2092898190021515,7,10457.142857142857,143.64000000000001,279,44,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,63,90.47619047619047,520d,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819,other,белый,дизель,10,30d xDrive 3.0d AT (258 л.с.) 4WD,5,8,ALLROAD_5_DOORS AUTOMATIC 3.0,автоматическая,3.0,258,166001,полный,Оригинал,0.0,0.0,0.0,0.99,0,0.9190680384635925,2,18444.555555555555,115.23913999999999,1226,179,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,86,83.2258064516129,30d,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1820,седан,чёрный,бензин,8,750i xDrive 4.4 AT (450 л.с.) 4WD,4,6,SEDAN AUTOMATIC 4.4,автоматическая,4.4,450,71506,полный,Оригинал,0.0,0.0,0.0,0.99,0,0.4357370138168335,7,10215.142857142857,342.741,1083,193,,150,100.0,750i,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1821,хэтчбек 5 дв.,белый,бензин,9,118i 1.6 AT (170 л.с.),5,7,HATCHBACK_5_DOORS AUTOMATIC 1.6,автоматическая,1.6,170,54200,задний,Оригинал,0.0,0.0,0.0,1.0,0,0.25830402970314026,1,6775.0,139.28666666666666,1415,214,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,57,99.99999999999999,118i,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1822,седан,синий,дизель,7,520d 2.0d AT (190 л.с.),4,4,SEDAN AUTOMATIC 2.0,автоматическая,2.0,190,24000,задний,Оригинал,0.0,0.22,0.0,0.78,3,0.22506080567836761,7,4800.0,174.8,2592,345,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,63,90.47619047619047,520d,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1823,other,серый,бензин,9,320i 2.0 AT (184 л.с.),5,6,LIFTBACK AUTOMATIC 2.0,автоматическая,2.0,184,169700,задний,Оригинал,0.0,0.0,0.0,0.99,0,0.2923121750354767,8,24242.85714285714,79.91733333333333,1538,257,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,61,87.61904761904762,320i,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1824,other,белый,дизель,12,320d 2.0d AT (184 л.с.),2,10,COUPE AUTOMATIC 2.0,автоматическая,2.0,184,97086,задний,Оригинал,0.0,0.0,0.0,0.98,0,0.04133903235197067,0,8826.0,124.45392,429,66,||Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,61,87.61904761904762,320d,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1825,седан,чёрный,дизель,4,530d xDrive 3.0d AT (249 л.с.) 4WD,4,1,SEDAN AUTOMATIC 3.0,автоматическая,3.0,249,7,полный,Оригинал,0.01,0.0,0.0,0.97,0,0.2502072751522064,0,3.5,248.99419,248,40,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,83,80.32258064516128,530d,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0
1826,седан,other,бензин,9,320i xDrive 2.0 AT (184 л.с.) 4WD,4,6,SEDAN AUTOMATIC 2.0,автоматическая,2.0,184,161000,полный,Оригинал,0.0,0.0,0.0,0.99,0,0.031253114342689514,8,23000.0,85.25333333333334,617,92,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,61,87.61904761904762,320i,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1827,седан,серый,дизель,1,730d xDrive 3.0d AT (249 л.с.) 4WD,4,1,SEDAN AUTOMATIC 3.0,автоматическая,3.0,249,9339,полный,Оригинал,0.0,0.0,0.0,0.99,0,0.9105734825134277,2,4669.5,241.24863,1372,205,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,83,80.32258064516128,730d,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1828,other,чёрный,дизель,8,40d 3.0d AT (306 л.с.) 4WD,5,8,ALLROAD_5_DOORS AUTOMATIC 3.0,автоматическая,3.0,306,94950,полный,Оригинал,0.0,0.0,0.0,0.98,0,0.2512262463569641,0,10550.0,209.151,460,73,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,102,98.70967741935483,40d,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1829,other,белый,бензин,14,3.0si 3.0 AT (264 л.с.) 4WD,5,12,ALLROAD_5_DOORS AUTOMATIC 3.0,автоматическая,3.0,264,185000,полный,Оригинал,0.0,0.0,0.0,0.98,0,0.10854242742061615,0,14230.76923076923,101.19999999999999,429,52,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,88,85.16129032258064,3.0si,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1830,седан,чёрный,бензин,13,530i 3.0 AT (272 л.с.),4,13,SEDAN AUTOMATIC 3.0,автоматическая,3.0,272,230000,задний,Оригинал,0.01,0.0,0.0,0.97,0,0.3096666634082794,7,16428.571428571428,63.466666666666654,206,33,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,91,87.74193548387096,530i,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1831,седан,синий,бензин,3,Competition 4.4 AT (625 л.с.) 4WD,4,2,SEDAN AUTOMATIC 4.4,автоматическая,4.4,625,14646,полный,Оригинал,0.0,0.0,0.0,1.0,0,0.15802009403705597,1,4882.0,594.4875000000001,1857,257,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,208,138.88888888888889,Competition,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1832,other,белый,дизель,6,20d 2.0d AT (190 л.с.) 4WD,5,5,ALLROAD_5_DOORS AUTOMATIC 2.0,автоматическая,2.0,190,98000,полный,Оригинал,0.0,0.0,0.0,0.98,0,0.23665624856948853,0,16333.333333333334,127.93333333333334,494,71,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,63,90.47619047619047,20d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1833,other,чёрный,дизель,2,M50d 3.0d AT (400 л.с.) 4WD,5,1,ALLROAD_5_DOORS AUTOMATIC 3.0,автоматическая,3.0,400,11080,полный,Оригинал,0.0,0.0,0.0,1.0,0,0.6641377806663513,2,5540.0,385.22666666666663,1925,280,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,133,129.03225806451613,M50d,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1834,other,other,бензин,6,3.0 AMT (431 л.с.),2,6,COUPE ROBOT 3.0,роботизированная,3.0,431,54143,задний,Оригинал,0.0,0.0,0.0,0.98,0,0.08770675212144852,8,7734.714285714285,353.2145566666667,351,50,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,144,139.03225806451613,3.0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1835,other,белый,бензин,2,30i 2.0 AT (249 л.с.) 4WD,5,1,ALLROAD_5_DOORS AUTOMATIC 2.0,автоматическая,2.0,249,17613,полный,Оригинал,0.0,0.0,0.0,0.99,0,0.3932516574859619,1,8806.5,234.38120999999998,1478,192,||Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,83,118.57142857142857,30i,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1836,седан,чёрный,бензин,15,318i 2.0 MT (143 л.с.),4,12,SEDAN MECHANICAL 2.0,механическая,2.0,143,170291,задний,Оригинал,0.0,0.0,0.0,0.98,0,0.07116327434778214,0,13099.307692307691,61.827956666666665,500,68,other,48,68.09523809523809,318i,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1837,other,серый,бензин,5,20i xDrive 2.0 AT (192 л.с.) 4WD,5,2,ALLROAD_5_DOORS AUTOMATIC 2.0,автоматическая,2.0,192,6950,полный,Оригинал,0.01,0.0,0.0,0.96,0,0.23296509683132172,0,2316.6666666666665,187.552,226,35,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,64,91.42857142857143,20i,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1838,other,other,бензин,7,428i xDrive 2.0 AT (245 л.с.) 4WD,5,5,LIFTBACK AUTOMATIC 2.0,автоматическая,2.0,245,66500,полный,Оригинал,0.0,0.0,0.0,0.99,0,0.35522037744522095,1,11083.333333333334,190.69166666666666,1399,205,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,82,116.66666666666666,428i,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1839,седан,синий,бензин,12,320i 2.0 AT (156 л.с.),4,9,SEDAN AUTOMATIC 2.0,автоматическая,2.0,156,85450,задний,Оригинал,0.0,0.0,0.0,0.99,0,0.038411010056734085,0,8545.0,111.566,993,145,||Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,52,74.28571428571428,320i,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1840,универсал 5 дв.,синий,бензин,25,528i 2.8 AT (193 л.с.),5,22,WAGON_5_DOORS AUTOMATIC 2.8,автоматическая,2.8,193,300000,задний,Оригинал,0.0,0.0,0.0,0.99,0,0.20327310264110565,8,13043.478260869566,0.0,666,93,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,64,66.55172413793103,528i,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1841,other,чёрный,дизель,13,30d 3.0d AT (235 л.с.) 4WD,5,11,ALLROAD_5_DOORS AUTOMATIC 3.0,автоматическая,3.0,235,195000,полный,Дубликат,0.0,0.18,0.0,0.81,3,0.4592854976654053,1,16250.0,82.25,2378,274,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,78,75.80645161290322,30d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1842,седан,серый,дизель,4,530d xDrive 3.0d AT (249 л.с.) 4WD,4,3,SEDAN AUTOMATIC 3.0,автоматическая,3.0,249,44000,полный,Дубликат,0.0,0.21,0.0,0.79,3,0.458362877368927,6,11000.0,212.48,3916,437,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,83,80.32258064516128,530d,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1843,универсал 5 дв.,серебристый,дизель,12,330d xDrive 3.0d AT (245 л.с.) 4WD,5,10,WAGON_5_DOORS AUTOMATIC 3.0,автоматическая,3.0,245,156000,полный,Оригинал,0.0,0.0,0.0,0.99,0,0.10308849811553955,8,14181.818181818182,117.6,1554,242,,82,79.03225806451613,330d,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1844,седан,белый,бензин,7,528i xDrive 2.0 AT (245 л.с.) 4WD,4,4,SEDAN AUTOMATIC 2.0,автоматическая,2.0,245,96000,полный,Оригинал,0.01,0.01,0.0,0.95,0,0.2534366846084595,0,19200.0,166.6,160,23,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,82,116.66666666666666,528i,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1845,седан,серебристый,бензин,11,528i xDrive 2.0 AT (245 л.с.) 4WD,4,9,SEDAN AUTOMATIC 2.0,автоматическая,2.0,245,162000,полный,Оригинал,0.0,0.0,0.0,0.99,0,0.16206404566764832,7,16200.0,112.69999999999999,866,95,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,82,116.66666666666666,528i,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1846,седан,белый,бензин,7,520i 2.0 AT (184 л.с.),4,6,SEDAN AUTOMATIC 2.0,автоматическая,2.0,184,223000,задний,Оригинал,0.0,0.0,0.0,0.98,0,0.07625855505466461,8,31857.14285714286,47.226666666666674,495,76,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,61,87.61904761904762,520i,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1847,седан,чёрный,бензин,11,520Li 2.0 AT (184 л.с.),4,7,SEDAN AUTOMATIC 2.0,автоматическая,2.0,184,123000,задний,Оригинал,0.0,0.0,0.0,0.97,0,0.041028670966625214,0,15375.0,108.56000000000002,303,44,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,61,87.61904761904762,520Li,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1848,other,белый,дизель,14,20d 2.0d AT (177 л.с.) 4WD,5,10,ALLROAD_5_DOORS AUTOMATIC 2.0,автоматическая,2.0,177,116000,полный,Оригинал,0.0,0.0,0.0,0.99,0,0.6850849986076355,2,10545.454545454546,108.55999999999999,1310,185,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,59,84.28571428571428,20d,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1849,other,чёрный,бензин,13,35i 3.0 AT (306 л.с.) 4WD,5,9,ALLROAD_5_DOORS AUTOMATIC 3.0,автоматическая,3.0,306,163546,полный,Оригинал,0.01,0.0,0.0,0.97,0,0.18661010265350342,7,16354.6,139.18308,281,39,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,102,98.70967741935483,35i,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1850,other,белый,дизель,3,420d xDrive 2.0d AT (190 л.с.) 4WD,2,2,COUPE AUTOMATIC 2.0,автоматическая,2.0,190,6201,полный,Оригинал,0.02,0.11,0.28,0.59,4,0.4733619689941406,4,2067.0,186.0727,4467,554,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,63,90.47619047619047,420d,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1851,other,серый,дизель,7,M50d 3.0d AT (381 л.с.) 4WD,5,4,ALLROAD_5_DOORS AUTOMATIC 3.0,автоматическая,3.0,381,69000,полный,Оригинал,0.0,0.0,0.0,0.99,0,0.5016324520111084,1,13800.0,293.37,615,86,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,127,122.90322580645162,M50d,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1852,other,чёрный,дизель,11,20d 2.0d AT (177 л.с.) 4WD,5,8,ALLROAD_5_DOORS AUTOMATIC 2.0,автоматическая,2.0,177,138000,полный,Оригинал,0.0,0.0,0.0,1.0,0,0.09773126989603043,7,15333.333333333334,95.58000000000001,1450,223,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,59,84.28571428571428,20d,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1853,other,other,дизель,7,25d 3.0d AT (218 л.с.) 4WD,5,6,ALLROAD_5_DOORS AUTOMATIC 3.0,автоматическая,3.0,218,104489,полный,Оригинал,0.0,0.0,0.0,0.99,0,0.9381822943687439,2,14927.0,142.07132666666666,1406,207,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,73,70.3225806451613,25d,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1854,седан,серый,бензин,4,540i xDrive 3.0 AT (340 л.с.) 4WD,4,3,SEDAN AUTOMATIC 3.0,автоматическая,3.0,340,27053,полный,Оригинал,0.0,0.0,0.0,0.98,0,0.28635722398757935,7,6763.25,309.3399333333333,384,56,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,113,109.6774193548387,540i,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1855,other,серый,дизель,6,20d 2.0d AT (190 л.с.) 4WD,5,5,ALLROAD_5_DOORS AUTOMATIC 2.0,автоматическая,2.0,190,62750,полный,Оригинал,0.0,0.37,0.0,0.63,3,0.4167145788669586,4,10458.333333333334,150.25833333333333,3010,402,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,63,90.47619047619047,20d,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1856,седан,синий,бензин,25,523i 2.5 MT (170 л.с.),4,22,SEDAN MECHANICAL 2.5,механическая,2.5,170,279000,задний,Оригинал,0.0,0.05,0.0,0.95,0,0.10327993333339691,8,12130.434782608696,11.899999999999991,1764,307,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,57,65.38461538461539,523i,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1857,other,серый,дизель,6,40d 3.0d AT (313 л.с.) 4WD,5,1,ALLROAD_5_DOORS AUTOMATIC 3.0,автоматическая,3.0,313,571,полный,Оригинал,0.0,0.32,0.0,0.68,3,0.5148818492889404,3,285.5,312.40425666666664,2227,305,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,104,100.96774193548387,40d,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1858,other,синий,бензин,8,20i 2.0 AT (184 л.с.) 4WD,5,8,ALLROAD_5_DOORS AUTOMATIC 2.0,автоматическая,2.0,184,225000,полный,Оригинал,0.0,0.0,0.0,0.98,0,0.3321307301521301,7,25000.0,46.0,329,48,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,61,87.61904761904762,20i,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1859,other,чёрный,бензин,8,35i 3.0 AT (306 л.с.) 4WD,5,7,ALLROAD_5_DOORS AUTOMATIC 3.0,автоматическая,3.0,306,115000,полный,Оригинал,0.01,0.0,0.07,0.9,0,0.45853346586227417,0,14375.0,188.70000000000002,237,34,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,102,98.70967741935483,35i,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1860,other,серый,бензин,2,3.0 AMT (410 л.с.),2,1,COUPE ROBOT 3.0,роботизированная,3.0,410,8211,задний,Оригинал,0.25,0.11,0.11,0.53,2,0.45050591230392456,3,4105.5,398.7783,4394,593,,137,132.25806451612902,3.0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1861,седан,other,бензин,30,316i 1.6 MT (100 л.с.),4,27,SEDAN MECHANICAL 1.6,механическая,1.6,100,300000,задний,Дубликат,0.0,0.0,0.0,0.99,0,0.34437692165374756,8,10714.285714285714,0.0,544,84,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,33,58.8235294117647,316i,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1862,other,синий,дизель,10,20d xDrive 2.0d AT (184 л.с.) 4WD,5,9,ALLROAD_5_DOORS AUTOMATIC 2.0,автоматическая,2.0,184,216000,полный,Оригинал,0.0,0.0,0.0,0.99,0,0.2631961405277252,0,21600.0,51.52,624,77,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,61,87.61904761904762,20d,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1863,седан,other,дизель,12,740d xDrive 3.0d AT (306 л.с.) 4WD,4,9,SEDAN AUTOMATIC 3.0,автоматическая,3.0,306,114000,полный,Оригинал,0.06,0.12,0.2,0.62,2,0.256630003452301,6,11400.0,189.72,4025,453,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,102,98.70967741935483,740d,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1864,седан,чёрный,бензин,15,325i 2.5 AT (218 л.с.),4,12,SEDAN AUTOMATIC 2.5,автоматическая,2.5,218,147000,задний,Оригинал,0.01,0.01,0.0,0.96,0,0.36594173312187195,7,11307.692307692309,111.18,200,28,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,73,83.84615384615384,325i,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1865,седан,other,бензин,12,325i 2.5 AT (218 л.с.),4,11,SEDAN AUTOMATIC 2.5,автоматическая,2.5,218,185000,задний,Дубликат,0.0,0.0,0.0,0.99,0,0.09762577712535858,8,15416.666666666666,83.56666666666666,611,101,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,73,83.84615384615384,325i,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1866,other,синий,бензин,10,20i xDrive 2.0 AT (184 л.с.) 4WD,5,6,ALLROAD_5_DOORS AUTOMATIC 2.0,автоматическая,2.0,184,89000,полный,Оригинал,0.02,0.02,0.01,0.94,0,0.1852407455444336,0,12714.285714285714,129.41333333333333,147,18,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,61,87.61904761904762,20i,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1867,other,other,дизель,7,40d 3.0d AT (313 л.с.) 4WD,5,6,ALLROAD_5_DOORS AUTOMATIC 3.0,автоматическая,3.0,313,95401,полный,Оригинал,0.0,0.28,0.0,0.71,3,0.37523603439331055,4,13628.714285714286,213.46495666666664,2982,386,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,104,100.96774193548387,40d,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
