,0
4504,2225000
4505,160000
4506,1155000
4507,2535000
4508,755000
4509,420000
4510,1200000
4511,980000
4512,355000
4513,790000
4514,845000
4515,625000
4516,1925000
4517,465000
4518,125000
4519,1425000
4520,2155000
4521,1280000
4522,590000
4523,3185000
4524,1540000
4525,1150000
4526,1290000
4527,830000
4528,1110000
4529,935000
4530,1510000
4531,465000
4532,2875000
4533,200000
4534,285000
4535,2330000
4536,1825000
4537,565000
4538,5430000
4539,1870000
4540,890000
4541,1070000
4542,2450000
4543,790000
4544,250000
4545,5440000
4546,755000
4547,445000
4548,1600000
4549,980000
4550,595000
4551,100000
4552,535000
4553,170000
4554,935000
4555,560000
4556,790000
4557,2580000
4558,4450000
4559,285000
4560,470000
4561,1025000
4562,1245000
4563,890000
4564,1090000
4565,845000
4566,355000
4567,695000
4568,1910000
4569,890000
4570,1155000
4571,640000
4572,1230000
4573,335000
4574,640000
4575,1290000
4576,1155000
4577,265000
4578,640000
4579,720000
4580,2180000
4581,140000
4582,1290000
4583,695000
4584,1200000
4585,625000
4586,825000
4587,1070000
4588,1030000
4589,620000
4590,890000
4591,2225000
4592,435000
4593,2615000
4594,880000
4595,165000
4596,135000
4597,2190000
4598,1600000
4599,490000
4600,1780000
4601,2725000
4602,445000
4603,1600000
4604,1780000
4605,445000
4606,630000
4607,2400000
4608,1200000
4609,1040000
4610,785000
4611,8180000
4612,455000
4613,710000
4614,445000
4615,1470000
4616,875000
4617,2570000
4618,535000
4619,2270000
4620,890000
4621,240000
4622,1070000
4623,325000
4624,1335000
4625,1380000
4626,1395000
4627,550000
4628,1075000
4629,180000
4630,660000
4631,1335000
4632,595000
4633,560000
4634,1070000
4635,580000
4636,2190000
4637,1395000
4638,2670000
4639,1380000
4640,140000
4641,1120000
4642,1045000
4643,115000
4644,1335000
4645,705000
4646,535000
4647,1150000
4648,515000
4649,755000
4650,220000
4651,305000
4652,2035000
4653,4915000
4654,1140000
4655,775000
4656,605000
4657,390000
4658,265000
4659,275000
4660,2405000
4661,2400000
4662,4540000
4663,600000
4664,2730000
4665,3780000
4666,580000
4667,1155000
4668,855000
4669,1600000
4670,980000
4671,70000
4672,2490000
4673,2445000
4674,525000
4675,435000
4676,1415000
4677,375000
4678,625000
4679,90000
4680,280000
4681,880000
4682,230000
4683,1155000
4684,670000
4685,670000
4686,1475000
4687,565000
4688,390000
4689,3915000
4690,2890000
4691,140000
4692,515000
4693,2215000
4694,3160000
4695,1110000
4696,4270000
4697,890000
4698,520000
4699,240000
4700,2580000
4701,1410000
4702,235000
4703,625000
4704,4915000
4705,260000
4706,550000
4707,1110000
4708,1780000
4709,465000
4710,105000
4711,800000
4712,305000
4713,2980000
4714,3115000
4715,935000
4716,215000
4717,270000
4718,1470000
4719,365000
4720,325000
4721,570000
4722,465000
4723,535000
4724,1065000
4725,1070000
4726,170000
4727,3250000
4728,195000
4729,1405000
4730,105000
4731,155000
4732,445000
4733,630000
4734,1555000
4735,710000
4736,115000
4737,260000
4738,140000
4739,865000
4740,980000
4741,670000
4742,935000
4743,1885000
4744,515000
4745,1130000
4746,1780000
4747,2630000
4748,4895000
4749,980000
4750,915000
4751,990000
4752,750000
4753,580000
4754,580000
4755,710000
4756,1245000
4757,1995000
4758,750000
4759,1595000
4760,1690000
4761,1915000
4762,1425000
4763,995000
4764,660000
4765,2535000
4766,85000
4767,480000
4768,880000
4769,465000
4770,515000
4771,1255000
4772,1155000
4773,615000
4774,480000
4775,490000
4776,1540000
4777,1380000
4778,1780000
4779,1835000
4780,935000
4781,830000
4782,550000
4783,1325000
4784,465000
4785,470000
4786,1515000
4787,710000
4788,730000
4789,545000
4790,580000
4791,460000
4792,560000
4793,890000
4794,490000
4795,890000
4796,2485000
4797,375000
4798,1425000
4799,625000
4800,170000
4801,240000
4802,565000
4803,2690000
4804,1200000
4805,355000
4806,710000
4807,1265000
4808,1200000
4809,220000
4810,250000
4811,50000
4812,750000
4813,445000
4814,770000
4815,1245000
4816,425000
4817,310000
4818,2375000
4819,6140000
4820,215000
4821,845000
4822,1155000
4823,620000
4824,4440000
4825,200000
4826,3060000
4827,2395000
4828,520000
4829,845000
4830,640000
4831,550000
4832,880000
4833,890000
4834,850000
4835,615000
4836,1220000
4837,1085000
4838,260000
4839,1960000
4840,585000
4841,1755000
4842,1095000
4843,195000
4844,5330000
4845,660000
4846,980000
4847,2670000
4848,490000
4849,1325000
4850,1165000
4851,1025000
4852,135000
4853,640000
4854,490000
4855,1200000
4856,780000
4857,3695000
4858,1380000
4859,60000
4860,1245000
4861,1515000
4862,425000
4863,820000
4864,575000
4865,2490000
4866,180000
4867,755000
4868,1600000
4869,790000
4870,1425000
4871,1070000
4872,1280000
4873,1065000
4874,510000
4875,580000
4876,445000
4877,4315000
4878,845000
4879,445000
4880,3870000
4881,375000
4882,2570000
4883,2540000
4884,320000
4885,185000
4886,1070000
4887,2165000
4888,1335000
4889,670000
4890,1025000
4891,1150000
4892,465000
4893,595000
4894,445000
4895,1780000
4896,185000
4897,445000
4898,355000
4899,490000
4900,520000
4901,750000
4902,260000
4903,215000
4904,345000
4905,120000
4906,1335000
4907,180000
4908,1360000
4909,490000
4910,375000
4911,705000
4912,1600000
4913,580000
4914,465000
4915,8605000
4916,295000
4917,355000
4918,1600000
4919,120000
4920,310000
4921,295000
4922,495000
4923,980000
4924,935000
4925,775000
4926,1095000
4927,800000
4928,1385000
4929,1150000
4930,1070000
4931,1085000
4932,425000
4933,1915000
4934,1085000
4935,1835000
4936,1380000
4937,1870000
4938,785000
4939,765000
4940,325000
4941,3025000
4942,445000
4943,580000
4944,590000
4945,1960000
4946,640000
4947,710000
4948,3290000
4949,800000
4950,435000
4951,855000
4952,420000
4953,6300000
4954,790000
4955,740000
4956,1025000
4957,345000
4958,585000
4959,310000
4960,195000
4961,385000
4962,2135000
4963,1305000
4964,1425000
4965,980000
4966,845000
4967,3915000
4968,1045000
4969,345000
4970,1645000
4971,3295000
4972,505000
4973,230000
4974,910000
4975,845000
4976,800000
4977,935000
4978,615000
4979,670000
4980,1225000
4981,890000
4982,890000
4983,415000
4984,675000
4985,755000
4986,675000
4987,605000
4988,615000
4989,2935000
4990,440000
4991,2225000
4992,2045000
4993,925000
4994,445000
4995,3025000
4996,2760000
4997,945000
4998,540000
4999,2045000
5000,1200000
5001,2045000
5002,3540000
5003,4715000
5004,1200000
5005,1515000
5006,870000
5007,3470000
5008,2715000
5009,1235000
5010,1675000
5011,715000
5012,1195000
5013,195000
5014,1275000
5015,3115000
5016,3780000
5017,285000
5018,2625000
5019,190000
5020,400000
5021,445000
5022,1070000
5023,880000
5024,340000
5025,525000
5026,625000
5027,1680000
5028,1745000
5029,275000
5030,400000
5031,115000
5032,1335000
5033,345000
5034,180000
5035,250000
5036,160000
5037,375000
5038,445000
5039,1735000
5040,2400000
5041,390000
5042,215000
5043,1290000
5044,3380000
5045,1070000
5046,540000
5047,1360000
5048,515000
5049,1515000
5050,935000
5051,710000
5052,3710000
5053,310000
5054,2225000
5055,730000
5056,3905000
5057,1130000
5058,1095000
5059,110000
5060,465000
5061,435000
5062,185000
5063,710000
5064,2000000
5065,800000
5066,310000
5067,1735000
5068,3470000
5069,1200000
5070,710000
5071,310000
5072,800000
5073,1460000
5074,880000
5075,355000
5076,1245000
5077,490000
5078,915000
5079,675000
5080,4230000
5081,1920000
5082,1960000
5083,1245000
5084,2330000
5085,1070000
5086,220000
5087,440000
5088,2840000
5089,970000
5090,800000
5091,565000
5092,170000
5093,865000
5094,945000
5095,180000
5096,375000
5097,870000
5098,400000
5099,755000
5100,1680000
5101,1515000
5102,605000
5103,1470000
5104,105000
5105,1390000
5106,320000
5107,465000
5108,240000
5109,710000
5110,1200000
5111,710000
5112,1560000
5113,1335000
5114,355000
5115,230000
5116,1070000
5117,385000
5118,1350000
5119,1060000
5120,210000
5121,175000
5122,935000
5123,1200000
5124,535000
5125,2605000
5126,890000
5127,1690000
5128,2715000
5129,1470000
5130,535000
5131,140000
5132,2490000
5133,1470000
5134,580000
5135,1075000
5136,670000
5137,1175000
5138,425000
5139,2405000
5140,1425000
5141,265000
5142,1960000
5143,560000
5144,400000
5145,135000
5146,670000
5147,390000
5148,375000
5149,1070000
5150,755000
5151,260000
5152,1515000
5153,2045000
5154,250000
5155,195000
5156,1245000
5157,810000
5158,490000
5159,995000
5160,140000
5161,310000
5162,2935000
5163,400000
5164,1380000
5165,1105000
5166,2670000
5167,530000
5168,3920000
5169,2670000
5170,880000
5171,300000
5172,665000
5173,180000
5174,185000
5175,675000
5176,790000
5177,640000
5178,1335000
5179,220000
5180,480000
5181,675000
5182,1025000
5183,1050000
5184,1290000
5185,800000
5186,1415000
5187,2840000
5188,90000
5189,980000
5190,890000
5191,2620000
5192,470000
5193,1070000
5194,465000
5195,1070000
5196,980000
5197,1060000
5198,580000
5199,2270000
5200,720000
5201,1560000
5202,1325000
5203,565000
5204,2580000
5205,1555000
5206,740000
5207,355000
5208,890000
5209,595000
5210,675000
5211,945000
5212,665000
5213,490000
5214,445000
5215,1200000
5216,4630000
5217,1960000
5218,1110000
5219,515000
5220,7505000
5221,445000
5222,635000
5223,580000
5224,160000
5225,1425000
5226,1690000
5227,2045000
5228,650000
5229,340000
5230,675000
5231,1110000
5232,230000
5233,755000
5234,1070000
5235,2930000
5236,845000
5237,3630000
5238,505000
5239,490000
5240,2405000
5241,1560000
5242,560000
5243,2225000
5244,345000
5245,845000
5246,890000
5247,580000
5248,220000
5249,730000
5250,650000
5251,800000
5252,420000
5253,580000
5254,90000
5255,490000
5256,1680000
5257,440000
5258,1290000
5259,1335000
5260,890000
5261,440000
5262,2535000
5263,1175000
5264,2225000
5265,400000
5266,310000
5267,5785000
5268,1470000
5269,640000
5270,935000
5271,665000
5272,625000
5273,1245000
5274,1540000
5275,555000
5276,1155000
5277,1110000
5278,2670000
5279,2670000
5280,2555000
5281,580000
5282,755000
5283,1545000
5284,115000
5285,640000
5286,585000
5287,1645000
5288,105000
5289,580000
5290,935000
5291,295000
5292,1560000
5293,1825000
5294,980000
5295,980000
5296,310000
5297,670000
5298,1130000
5299,130000
5300,655000
5301,535000
5302,2295000
5303,565000
5304,380000
5305,230000
5306,1110000
5307,505000
5308,1025000
5309,175000
5310,465000
5311,1245000
5312,1130000
5313,1050000
5314,580000
5315,800000
5316,375000
5317,250000
5318,580000
5319,580000
5320,570000
5321,550000
5322,670000
5323,640000
5324,605000
5325,2530000
5326,2775000
5327,1195000
5328,1515000
5329,2580000
5330,1150000
5331,375000
5332,935000
5333,2565000
5334,1290000
5335,1050000
5336,640000
5337,555000
5338,1470000
5339,400000
5340,950000
5341,255000
5342,435000
5343,790000
5344,870000
5345,980000
5346,855000
5347,1070000
5348,1325000
5349,1425000
5350,1370000
5351,4005000
5352,90000
5353,600000
5354,1555000
5355,1110000
5356,935000
5357,800000
5358,2385000
5359,710000
5360,2205000
5361,1005000
5362,1155000
5363,775000
5364,1070000
5365,2580000
5366,950000
5367,1070000
5368,2180000
5369,650000
5370,125000
5371,605000
5372,890000
5373,1175000
5374,1825000
5375,1335000
5376,1155000
5377,580000
5378,535000
5379,1355000
5380,1245000
5381,260000
5382,2040000
5383,1360000
5384,535000
5385,980000
5386,880000
5387,1220000
5388,440000
5389,1735000
5390,240000
5391,800000
5392,860000
5393,3460000
5394,385000
5395,355000
5396,1335000
5397,1600000
5398,105000
5399,3025000
5400,5385000
5401,1740000
5402,845000
5403,425000
5404,825000
5405,1440000
5406,615000
5407,1155000
5408,2470000
5409,890000
5410,320000
5411,730000
5412,310000
5413,1025000
5414,970000
5415,1025000
5416,320000
5417,2490000
5418,110000
5419,1155000
5420,3080000
5421,2580000
5422,1070000
5423,1200000
5424,615000
5425,3550000
5426,530000
5427,1690000
5428,1070000
5429,295000
5430,180000
5431,355000
5432,980000
5433,2660000
5434,1355000
5435,3425000
5436,345000
5437,545000
5438,685000
5439,1025000
5440,5240000
5441,400000
5442,1870000
5443,310000
5444,4055000
5445,310000
5446,445000
5447,1255000
5448,3025000
5449,1060000
5450,1140000
5451,2405000
5452,95000
5453,165000
5454,1780000
5455,615000
5456,1025000
5457,710000
5458,800000
5459,1025000
5460,670000
5461,980000
5462,220000
5463,590000
5464,365000
5465,2360000
5466,2625000
5467,2285000
5468,2205000
5469,1290000
5470,635000
5471,2580000
5472,1425000
5473,3945000
5474,445000
5475,890000
5476,935000
5477,445000
5478,1070000
5479,195000
5480,1690000
5481,935000
5482,535000
5483,340000
5484,1335000
5485,2090000
5486,1690000
5487,1960000
5488,1200000
5489,205000
5490,675000
5491,790000
5492,1070000
5493,1510000
5494,1515000
5495,605000
5496,1780000
5497,310000
5498,450000
5499,310000
5500,790000
5501,1325000
5502,580000
5503,1140000
5504,840000
5505,295000
5506,665000
5507,320000
5508,1130000
5509,1160000
5510,265000
5511,140000
5512,6940000
5513,710000
5514,800000
5515,6065000
5516,800000
5517,3000000
5518,240000
5519,2570000
5520,1335000
5521,120000
5522,580000
5523,2045000
5524,1070000
5525,1525000
5526,2890000
5527,675000
5528,375000
5529,935000
5530,445000
5531,810000
5532,475000
5533,3115000
5534,1470000
5535,320000
5536,3380000
5537,685000
5538,620000
5539,265000
5540,810000
5541,550000
5542,1065000
5543,2930000
5544,445000
5545,2670000
5546,400000
5547,3540000
5548,1065000
5549,385000
5550,140000
5551,435000
5552,495000
5553,2545000
5554,465000
5555,375000
5556,1470000
5557,3115000
5558,355000
5559,855000
5560,1025000
5561,1425000
5562,605000
5563,1110000
5564,630000
5565,445000
5566,1735000
5567,720000
5568,1325000
5569,620000
5570,1825000
5571,1595000
5572,870000
5573,1690000
5574,1775000
5575,1150000
5576,520000
5577,3660000
5578,1025000
5579,450000
5580,375000
5581,3115000
5582,1070000
5583,1030000
5584,180000
5585,1245000
5586,880000
5587,275000
5588,1070000
5589,1120000
5590,3205000
5591,1230000
5592,5450000
5593,1290000
5594,240000
5595,755000
5596,505000
5597,670000
5598,400000
5599,1155000
5600,2625000
5601,240000
5602,535000
5603,410000
5604,665000
5605,1095000
5606,2490000
5607,1515000
5608,1595000
5609,140000
5610,390000
5611,685000
5612,620000
5613,1780000
5614,240000
5615,1235000
5616,980000
5617,2180000
5618,670000
5619,800000
5620,1380000
5621,1815000
5622,330000
5623,1735000
5624,285000
5625,2225000
5626,1335000
5627,3295000
5628,250000
5629,2165000
5630,1290000
5631,455000
5632,865000
5633,740000
5634,755000
5635,1380000
5636,785000
5637,400000
5638,375000
5639,240000
5640,3205000
5641,435000
5642,2935000
5643,800000
5644,525000
5645,1150000
5646,2405000
5647,515000
5648,1510000
5649,550000
5650,1450000
5651,400000
5652,515000
5653,1150000
5654,1070000
5655,1025000
5656,2225000
5657,910000
5658,500000
5659,1070000
5660,3695000
5661,400000
5662,1915000
5663,2135000
5664,195000
5665,410000
5666,400000
5667,355000
5668,330000
5669,335000
5670,515000
5671,1200000
5672,285000
5673,490000
5674,355000
5675,430000
5676,1285000
5677,755000
5678,1335000
5679,2625000
5680,105000
5681,680000
5682,710000
5683,3185000
5684,1140000
5685,730000
5686,505000
5687,255000
5688,450000
5689,1600000
5690,1200000
5691,890000
5692,1070000
5693,1780000
5694,340000
5695,1415000
5696,1560000
5697,1275000
5698,2600000
5699,215000
5700,1070000
5701,695000
5702,1325000
5703,880000
5704,1050000
5705,3025000
5706,515000
5707,1415000
5708,755000
5709,460000
5710,1275000
5711,3485000
5712,1960000
5713,295000
5714,2200000
5715,3560000
5716,3410000
5717,755000
5718,305000
5719,265000
5720,3140000
5721,2575000
5722,1370000
5723,1185000
5724,1470000
5725,400000
5726,1245000
5727,620000
5728,755000
5729,3160000
5730,185000
5731,7830000
5732,370000
5733,1240000
5734,240000
5735,365000
5736,495000
5737,880000
5738,705000
5739,845000
5740,3470000
5741,60000
5742,1840000
5743,810000
5744,2225000
5745,1175000
5746,580000
5747,165000
5748,320000
5749,260000
5750,845000
5751,330000
5752,130000
5753,800000
5754,1335000
5755,1505000
5756,535000
5757,220000
5758,535000
5759,1505000
5760,265000
5761,130000
5762,445000
5763,1060000
5764,515000
5765,595000
5766,1470000
5767,1130000
5768,625000
5769,1155000
5770,7485000
5771,870000
5772,630000
5773,870000
5774,1290000
5775,690000
5776,820000
5777,935000
5778,1155000
5779,2090000
5780,1125000
5781,1955000
5782,465000
5783,790000
5784,1470000
5785,500000
5786,545000
5787,800000
5788,1245000
5789,305000
5790,405000
5791,1110000
5792,3515000
5793,3380000
5794,625000
5795,2450000
5796,760000
5797,775000
5798,845000
5799,265000
5800,800000
5801,340000
5802,2630000
5803,425000
5804,980000
5805,1780000
5806,235000
5807,1155000
5808,455000
5809,180000
5810,2115000
5811,585000
5812,2760000
5813,2090000
5814,545000
5815,1140000
5816,1245000
5817,625000
5818,980000
5819,990000
5820,650000
5821,3025000
5822,465000
5823,865000
5824,870000
5825,970000
5826,1485000
5827,4620000
5828,980000
5829,165000
5830,430000
5831,2225000
5832,3470000
5833,890000
5834,2345000
5835,375000
5836,150000
5837,375000
5838,885000
5839,1015000
5840,4875000
5841,710000
5842,490000
5843,555000
5844,1200000
5845,1770000
5846,570000
5847,980000
5848,1335000
5849,640000
5850,3025000
5851,1055000
5852,345000
5853,2225000
5854,755000
5855,695000
5856,730000
5857,1025000
5858,435000
5859,150000
5860,970000
5861,560000
5862,755000
5863,2570000
5864,1335000
5865,4715000
5866,400000
5867,1805000
5868,730000
5869,215000
5870,370000
5871,285000
5872,670000
5873,2610000
5874,540000
5875,125000
5876,935000
5877,650000
5878,135000
5879,1005000
5880,2395000
5881,800000
5882,1630000
5883,375000
5884,1200000
5885,545000
5886,500000
5887,845000
5888,385000
5889,410000
5890,1630000
5891,935000
5892,2450000
5893,525000
5894,980000
5895,1070000
5896,595000
5897,1200000
5898,1780000
5899,1025000
5900,200000
5901,245000
5902,1415000
5903,465000
5904,2980000
5905,1440000
5906,845000
5907,860000
5908,1155000
5909,1475000
5910,3400000
5911,5920000
5912,1950000
5913,2600000
5914,1515000
5915,1575000
5916,1025000
5917,220000
5918,1135000
5919,120000
5920,855000
5921,1200000
5922,855000
5923,755000
5924,1150000
5925,150000
5926,1070000
5927,400000
5928,185000
5929,65000
5930,2445000
5931,2420000
5932,2965000
5933,580000
5934,135000
5935,1110000
5936,580000
5937,1110000
5938,870000
5939,625000
5940,600000
5941,625000
5942,660000
5943,310000
5944,525000
5945,285000
5946,685000
5947,3205000
5948,410000
5949,2385000
5950,265000
5951,50000
5952,2670000
5953,800000
5954,2360000
5955,1070000
5956,1425000
5957,155000
5958,800000
5959,1070000
5960,3270000
5961,305000
5962,535000
5963,580000
5964,2650000
5965,845000
5966,670000
5967,505000
5968,205000
5969,935000
5970,890000
5971,1600000
5972,525000
5973,505000
5974,610000
5975,1070000
5976,425000
5977,1335000
5978,2580000
5979,2040000
5980,760000
5981,535000
5982,670000
5983,1450000
5984,1270000
5985,800000
5986,515000
5987,3195000
5988,830000
5989,310000
5990,1960000
5991,710000
5992,2840000
5993,805000
5994,2445000
5995,1675000
5996,890000
5997,1500000
5998,970000
5999,435000
6000,285000
6001,1690000
6002,790000
6003,220000
6004,980000
6005,400000
6006,305000
6007,845000
6008,1335000
6009,1690000
6010,385000
6011,430000
6012,580000
6013,705000
6014,2045000
6015,4270000
6016,400000
6017,1415000
6018,375000
6019,2760000
6020,2315000
6021,650000
6022,1025000
6023,2760000
6024,340000
6025,605000
6026,90000
6027,180000
6028,1220000
6029,1585000
6030,1155000
6031,890000
6032,150000
6033,550000
6034,1335000
6035,1385000
6036,1515000
6037,1470000
6038,220000
6039,4620000
6040,625000
6041,825000
6042,2225000
6043,1335000
6044,1870000
6045,285000
6046,465000
6047,2760000
6048,400000
6049,1780000
6050,605000
6051,1415000
6052,1025000
6053,1405000
6054,355000
6055,110000
6056,1290000
6057,550000
6058,2490000
6059,830000
6060,1165000
6061,2315000
6062,440000
6063,445000
6064,1110000
6065,970000
6066,550000
6067,285000
6068,845000
6069,980000
6070,935000
6071,1020000
6072,4895000
6073,2845000
6074,285000
6075,1425000
6076,420000
6077,135000
6078,800000
6079,915000
6080,105000
6081,385000
6082,2180000
6083,790000
6084,575000
6085,2580000
6086,345000
6087,135000
6088,1365000
6089,2135000
6090,665000
6091,265000
6092,2580000
6093,845000
6094,740000
6095,1110000
6096,1425000
6097,880000
6098,1110000
6099,1155000
6100,215000
6101,6665000
6102,340000
6103,1290000
6104,935000
6105,480000
6106,470000
6107,215000
6108,1025000
6109,640000
6110,1290000
6111,400000
6112,2395000
6113,845000
6114,90000
6115,120000
6116,445000
6117,1195000
6118,1560000
6119,1130000
6120,195000
6121,1130000
6122,270000
6123,2100000
6124,980000
6125,1645000
6126,1560000
6127,515000
6128,1470000
6129,220000
6130,400000
6131,2400000
6132,400000
6133,1010000
6134,880000
6135,2075000
6136,1265000
6137,3010000
6138,1245000
6139,330000
6140,845000
6141,5295000
6142,2660000
6143,1325000
6144,1325000
6145,435000
6146,355000
6147,1335000
6148,525000
6149,1315000
6150,2670000
6151,4975000
6152,1050000
6153,290000
6154,45000
6155,195000
6156,490000
6157,935000
6158,1290000
6159,950000
6160,3095000
6161,2180000
6162,950000
6163,1025000
6164,1025000
6165,2890000
6166,160000
6167,310000
6168,1240000
6169,3170000
6170,710000
6171,1050000
6172,800000
6173,810000
6174,315000
6175,3380000
6176,1110000
6177,490000
6178,490000
6179,2405000
6180,4450000
6181,2040000
6182,870000
6183,6900000
6184,710000
6185,355000
6186,400000
6187,3825000
6188,2880000
6189,850000
6190,995000
6191,950000
6192,855000
6193,1140000
6194,2165000
6195,235000
6196,105000
6197,1200000
6198,2270000
6199,2225000
6200,455000
6201,935000
6202,625000
6203,700000
6204,465000
6205,670000
6206,245000
6207,605000
6208,570000
6209,295000
6210,580000
6211,1870000
6212,1220000
6213,1515000
6214,2535000
6215,1290000
6216,800000
6217,1735000
6218,630000
6219,1220000
6220,295000
6221,780000
6222,535000
6223,275000
6224,890000
6225,1175000
6226,120000
6227,625000
6228,305000
6229,755000
6230,1335000
6231,935000
6232,3650000
6233,1515000
6234,1425000
6235,935000
6236,150000
6237,470000
6238,710000
6239,410000
6240,755000
6241,1110000
6242,360000
6243,5775000
6244,980000
6245,445000
6246,1425000
6247,795000
6248,640000
6249,1085000
6250,1025000
6251,380000
6252,100000
6253,1450000
6254,1290000
6255,1780000
6256,580000
6257,2045000
6258,580000
6259,6970000
6260,700000
6261,2090000
6262,2535000
6263,980000
6264,135000
6265,1530000
6266,445000
6267,3915000
6268,1200000
6269,445000
6270,375000
6271,1025000
6272,3740000
6273,385000
6274,355000
6275,515000
6276,535000
6277,915000
6278,480000
6279,3295000
6280,830000
6281,425000
6282,285000
6283,3375000
6284,535000
6285,400000
6286,1290000
6287,1515000
6288,320000
6289,3205000
6290,605000
6291,280000
6292,2565000
6293,1155000
6294,70000
6295,280000
6296,615000
6297,470000
6298,670000
6299,545000
6300,420000
6301,1040000
6302,265000
6303,1805000
6304,845000
6305,160000
6306,605000
6307,595000
6308,515000
6309,1735000
6310,265000
6311,110000
6312,330000
6313,1200000
6314,3070000
6315,1645000
6316,2885000
6317,580000
6318,170000
6319,595000
6320,3025000
6321,580000
6322,405000
6323,915000
6324,1560000
6325,535000
6326,5330000
6327,790000
6328,1155000
6329,890000
6330,405000
6331,1960000
6332,755000
6333,3445000
6334,1955000
6335,640000
6336,1025000
6337,1780000
6338,1425000
6339,2360000
6340,3960000
6341,890000
6342,2670000
6343,705000
6344,755000
6345,470000
6346,845000
6347,100000
6348,845000
6349,1645000
6350,1385000
6351,615000
6352,1335000
6353,5920000
6354,1960000
6355,980000
6356,250000
6357,1070000
6358,285000
6359,30000
6360,885000
6361,585000
6362,490000
6363,185000
6364,1040000
6365,290000
6366,1425000
6367,1670000
6368,1155000
6369,580000
6370,285000
6371,140000
6372,2670000
6373,2630000
6374,4005000
6375,625000
6376,1105000
6377,635000
6378,5785000
6379,2360000
6380,135000
6381,1110000
6382,910000
6383,2395000
6384,1355000
6385,2135000
6386,150000
6387,710000
6388,1600000
6389,2535000
6390,1090000
6391,705000
6392,2225000
6393,1070000
6394,470000
6395,695000
6396,180000
6397,1200000
6398,710000
6399,3825000
6400,1540000
6401,980000
6402,420000
6403,430000
6404,1960000
6405,535000
6406,445000
6407,1025000
6408,710000
6409,1155000
6410,785000
6411,2790000
6412,875000
6413,1485000
6414,535000
6415,700000
6416,80000
6417,2090000
6418,4895000
6419,595000
6420,1495000
6421,455000
6422,2845000
6423,490000
6424,650000
6425,515000
6426,520000
6427,2245000
6428,970000
6429,235000
6430,980000
6431,2045000
6432,420000
6433,1640000
6434,7475000
6435,640000
6436,1025000
6437,535000
6438,180000
6439,845000
6440,470000
6441,3560000
6442,4265000
6443,115000
6444,490000
6445,3150000
6446,100000
6447,855000
6448,710000
6449,885000
6450,90000
6451,1870000
6452,140000
6453,2450000
6454,100000
6455,1740000
6456,260000
6457,535000
6458,660000
6459,1130000
6460,345000
6461,90000
6462,220000
6463,1450000
6464,515000
6465,490000
6466,275000
6467,945000
6468,7645000
6469,590000
6470,1290000
6471,105000
6472,3295000
6473,1470000
6474,2890000
6475,285000
6476,1505000
6477,670000
6478,755000
6479,950000
6480,235000
6481,3205000
6482,1415000
6483,1110000
6484,1870000
6485,5330000
6486,545000
6487,2360000
6488,3735000
6489,1960000
6490,710000
6491,7505000
6492,2980000
6493,495000
6494,1335000
6495,3780000
6496,1230000
6497,2000000
6498,1770000
6499,560000
6500,1425000
6501,630000
6502,490000
6503,1040000
6504,1915000
6505,2040000
6506,610000
6507,1325000
6508,1960000
6509,6010000
6510,400000
6511,3340000
6512,535000
6513,2850000
6514,490000
6515,1515000
6516,615000
6517,225000
6518,100000
6519,465000
6520,1155000
6521,2225000
6522,525000
6523,200000
6524,150000
6525,685000
6526,3205000
6527,1245000
6528,740000
6529,380000
6530,4835000
6531,960000
6532,625000
6533,710000
6534,580000
6535,375000
6536,1030000
6537,515000
6538,1220000
6539,1960000
6540,1015000
6541,1600000
6542,980000
6543,355000
6544,250000
6545,525000
6546,1155000
6547,2520000
6548,3560000
6549,2360000
6550,265000
6551,490000
6552,3005000
6553,1060000
6554,240000
6555,1130000
6556,595000
6557,140000
6558,2580000
6559,220000
6560,140000
6561,2180000
6562,690000
6563,1515000
6564,490000
6565,90000
6566,800000
6567,9075000
6568,1155000
6569,1560000
6570,670000
6571,2625000
6572,1415000
6573,570000
6574,445000
6575,580000
6576,980000
6577,1560000
6578,150000
6579,2135000
6580,2110000
6581,255000
6582,800000
6583,3250000
6584,1470000
6585,2520000
6586,980000
6587,755000
6588,980000
6589,605000
6590,1185000
6591,640000
6592,1060000
6593,375000
6594,2270000
6595,780000
6596,1025000
6597,625000
6598,880000
6599,410000
6600,980000
6601,625000
6602,1335000
6603,355000
6604,755000
6605,1155000
6606,865000
6607,865000
6608,465000
6609,125000
6610,1870000
6611,2535000
6612,250000
6613,1915000
6614,890000
6615,800000
6616,1420000
6617,1025000
6618,710000
6619,4630000
6620,1335000
6621,330000
6622,990000
6623,2270000
6624,2555000
6625,890000
6626,445000
6627,710000
6628,4050000
6629,220000
6630,1025000
6631,2450000
6632,580000
6633,400000
6634,1245000
6635,1110000
6636,1415000
6637,1470000
6638,305000
6639,600000
6640,260000
6641,765000
6642,710000
6643,1425000
6644,1245000
6645,685000
6646,445000
6647,860000
6648,515000
6649,150000
6650,1120000
6651,435000
6652,250000
6653,1155000
6654,2570000
6655,230000
6656,1150000
6657,585000
6658,1485000
6659,455000
6660,1070000
6661,1025000
6662,580000
6663,1780000
6664,70000
6665,560000
6666,625000
6667,400000
6668,2975000
6669,980000
6670,1335000
6671,1155000
6672,1335000
6673,2670000
6674,3695000
6675,1405000
6676,1150000
6677,1690000
6678,480000
6679,1880000
